from	to	color	mirbase
mmu-miR-6963-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6968-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6971-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6990-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7012-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7020-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7023-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7031-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7031-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7035-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7035-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7047-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7060-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7067-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-7221-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-8119	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-105	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-203b-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3072-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-326-5p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3470b	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6902-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6916-5p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6953-5p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6984-5p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6999-5p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7020-5p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7052-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7085-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7087-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7243-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7648-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7682-3p	chr2:18043871-18045439:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-12201-3p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-1231-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-1907	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-298-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-5107-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-6905-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-6933-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-6998-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-7000-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-7070-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-709	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-7222-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-7226-5p	chr15:85222067-85223936:+	green	mmu_circ_0000633
mmu-miR-149-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-181c-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-1934-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-292a-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-292a-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-3099-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-3113-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-3154	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-344g-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-5110	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-5110	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-5110	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-5621-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-674-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6905-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6919-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6943-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6968-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6971-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6976-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6977-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6985-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-6987-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7000-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7007-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7018-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7023-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7024-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7070-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7075-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7076-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7077-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7081-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7081-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7081-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7659-3p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7674-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-7687-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-8100	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-92a-2-5p	chr8:81584148-81585189:+	green	mmu_circ_0001694
mmu-miR-378a-5p	chr18:39286486-39286587:+	green	mmu_circ_0000865;mmu_circ_0000866
mmu-miR-1901	chr16:33434711-33435060:+	green	mmu_circ_0000684;mmu_circ_0000685
mmu-miR-3077-3p	chr16:33434711-33435060:+	green	mmu_circ_0000684;mmu_circ_0000685
mmu-miR-6241	chr16:33434711-33435060:+	green	mmu_circ_0000684;mmu_circ_0000685
mmu-miR-7036b-3p	chr16:33434711-33435060:+	green	mmu_circ_0000684;mmu_circ_0000685
mmu-miR-7118-5p	chr16:33434711-33435060:+	green	mmu_circ_0000684;mmu_circ_0000685
mmu-miR-12179-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-150-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-187-3p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-1956	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-1966-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-3552	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-3572-3p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-3971	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-5127	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-667-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-669k-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-6901-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-6907-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-6987-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-7019-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-7053-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-7226-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-7672-3p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-7677-5p	chr13:37990280-37991656:+	green	mmu_circ_0000454
mmu-miR-12185-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-1911-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-3154	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-3475-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-3620-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-5107-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6362	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6396	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-652-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-667-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6897-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6931-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6952-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6973b-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6975-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6981-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7018-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7063-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7064-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7064-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7064-5p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7083-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7229-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-743a-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-7679-3p	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-8116	chr11:109836303-109839187:-	green	mmu_circ_0000338;mmu_circ_0000339
mmu-miR-6965-3p	chr4:151204526-151204926:-	green	mmu_circ_0001306
mmu-miR-1194	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-125a-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-182-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-1982-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-199a-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-199b-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-3091-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-3110-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-344g-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-5110	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-6372	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-6921-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-6975-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7012-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7025-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7028-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7033-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7053-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7081-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-7235-3p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-770-5p	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-8090	chr1:153323269-153325755:-	green	mmu_circ_0000087
mmu-miR-1249-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-1249-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-1249-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-1941-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-296-3p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-326-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-330-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-342-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-6349	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-6918-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-6954-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-6981-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7007-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7012-3p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7023-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7028-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7035-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7047-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7082-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7090-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7119-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7221-3p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-760-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-7662-5p	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-8108	chr11:53100354-53102666:-	green	mmu_circ_0000260
mmu-miR-12185-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-1231-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-140-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-150-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-15b-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-1894-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-18b-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3109-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-328-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3470b	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3473b	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3473c	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3473e	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-370-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-378d	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3971	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3971	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-3971	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-466f-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-466i-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-466m-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-466o-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-497b	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-497b	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-497b	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-5120	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-5627-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6342	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-669c-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-669c-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-669c-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6896-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6897-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6911-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6915-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6920-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6931-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6934-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6936-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6940-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6952-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-6972-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7000-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7004-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7016-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7020-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7020-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7028-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7032-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7033-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7035-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7052-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7069-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7077-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7081-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7081-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7081-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7082-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7118-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7215-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7220-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-762	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7648-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7656-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7667-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-7686-5p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-8101	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-880-3p	chr4:59605026-59610227:+	green	mmu_circ_0001214
mmu-miR-1224-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-3064-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-3076-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-3110-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-324-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-326-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-346-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-3470a	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-378d	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-5120	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-540-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-540-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6340	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6909-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6910-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6919-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6922-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6945-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-6953-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-7020-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-7037-5p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-7049-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-705	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-7068-3p	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-709	chr14:52799149-52801358:-	green	mmu_circ_0000538
mmu-miR-1930-3p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-1930-3p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-297c-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-3473a	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-3473b	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-3473e	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466c-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466c-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466c-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466h-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466i-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466i-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466i-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466i-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466j	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466k	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-466m-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-5124b	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-669m-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-6926-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-7018-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-7048-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-7062-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-7078-5p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-7222-3p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-762	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-7648-3p	chr14:70634946-70636410:-	green	mmu_circ_0000550
mmu-miR-12185-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-3057-3p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-466h-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-6381	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-6979-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-7012-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-7049-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-7069-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-7088-5p	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-8113	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-8119	chr9:70323582-70324475:-	green	mmu_circ_0001802
mmu-miR-677-5p	chr18:54055184-54055608:+	green	mmu_circ_0000872;mmu_circ_0000873
mmu-miR-874-3p	chr18:54055184-54055608:+	green	mmu_circ_0000872;mmu_circ_0000873
mmu-miR-12190-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-1224-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-1911-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-1947-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-3154	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-3473d	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-365-1-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-378a-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
